DATE,SPECIES,SEX,GROUP,ID,ANIMAL_ID,CAGE,NOTCH,PAW,DAY,OBSERVATION,LAST
,RAT,FEMALE,MBP84-104,B,AC344,8,R,LEFT,7,OOOOO,5.18
,RAT,FEMALE,MBP84-104,B,AC344,8,R,RIGHT,7,OOOOO,5.18
,RAT,FEMALE,MBP84-104,B,AC345,8,NØ,LEFT,7,OOOXOOXX,4.93
,RAT,FEMALE,MBP84-104,B,AC345,8,NØ,RIGHT,7,OOOOXOO,5.18
,RAT,FEMALE,OC-WT,C,AC346,9,L,LEFT,7,OOOXOXOX,4.93
,RAT,FEMALE,OC-WT,C,AC346,9,L,RIGHT,7,OOOXOXXO,4.56
,RAT,FEMALE,OC-WT,C,AC347,9,R,LEFT,7,OOXOXOO,4.74
,RAT,FEMALE,OC-WT,C,AC347,9,R,RIGHT,7,OOXXXXO,3.84
,RAT,FEMALE,OC-WT,C,AC348,9,NØ,LEFT,7,OXOOOX,4.93
,RAT,FEMALE,OC-WT,C,AC348,9,NØ,RIGHT,7,OOOXOOO,5.18
,RAT,FEMALE,COV2,D,AC349,10,L,LEFT,7,OOOOXOO,5.18
,RAT,FEMALE,COV2,D,AC349,10,L,RIGHT,7,OOOOXOXOO,5.18
,RAT,FEMALE,COV2,D,AC350,10,R,LEFT,7,OOOOXOXOX,5.18
,RAT,FEMALE,COV2,D,AC350,10,R,RIGHT,7,OOOOXOXOX,5.18
,RAT,FEMALE,COV2,D,AC351,10,NØ,LEFT,7,OOOXOOO,5.18
,RAT,FEMALE,COV2,D,AC351,10,NØ,RIGHT,7,OOOOO,5.18
,RAT,FEMALE,PBS,E,AC352,12,L,LEFT,7,OOOOO,5.18
,RAT,FEMALE,PBS,E,AC352,12,L,RIGHT,7,OOOOO,5.18
,RAT,FEMALE,PBS,E,AC353,12,R,LEFT,7,OOOOO,5.18
,RAT,FEMALE,PBS,E,AC353,12,R,RIGHT,7,OOOOO,5.18
,RAT,FEMALE,PBS,E,AC354,12,NØ,LEFT,7,OOOXOOXO,4.93
,RAT,FEMALE,PBS,E,AC354,12,NØ,RIGHT,7,OOOXOXOO,4.93
